TAS_A

 ======== test get_l2 ========= 

2026-02-10 16:43:16,448; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/TAS_A.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:45:22,216; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 dsr with NAN, flagged 46521/337580
2026-02-10 16:45:22,224; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 usr with NAN, flagged 46521/337580
2026-02-10 16:45:22,231; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 dlr with NAN, flagged 46521/337580
2026-02-10 16:45:22,237; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 ulr with NAN, flagged 46521/337580
2026-02-10 16:45:22,243; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 z_boom_u with NAN, flagged 46521/337580
2026-02-10 16:45:22,250; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 t_rad with NAN, flagged 46521/337580
2026-02-10 16:45:22,256; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 rh_u with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,261; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 t_u with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,266; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 wspd_u with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,270; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 wdir_u with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,274; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 p_u with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,279; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 rh_i with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,283; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 t_i with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,288; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 wspd_i with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,292; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 wdir_i with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,297; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 p_i with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,301; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 dsr with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,305; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 usr with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,310; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 dlr with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,314; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 ulr with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,318; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 z_boom_u with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,323; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 t_rad with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,327; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 z_pt with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,333; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-01 00:00:00 2024-09-10 00:00:00 z_pt_cor with CONFIRMED, flagged 2513/337580
2026-02-10 16:45:22,338; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_1 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,346; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_1 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,352; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_2 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,360; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_2 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,365; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_3 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,373; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_3 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,379; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_4 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,387; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_4 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,393; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_5 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,400; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_5 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,406; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_6 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,414; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_6 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,420; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_7 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,428; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_7 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,434; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-06-02 00:00:00 2018-09-08 00:00:00 t_i_8 with CHECKME, flagged 4196/337580
2026-02-10 16:45:22,441; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-01 00:00:00 2022-09-03 00:00:00 t_i_8 with CHECKME, flagged 50365/337580
2026-02-10 16:45:22,448; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 t_u with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,452; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 t_i with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,457; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 rh_u with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,461; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 rh_i with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,466; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 p_u with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,470; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 p_i with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,474; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 dsr with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,479; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 usr with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,483; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 dlr with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,487; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 ulr with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,492; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 wspd_u with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,496; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 wspd_i with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,500; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 wdir_u with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,505; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 wdir_i with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,509; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 z_boom_u with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,513; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-23 00:00:00 2022-09-03 00:00:00 t_rad with CONFIRMED, flagged 5353/337580
2026-02-10 16:45:22,519; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-08-10 00:00:00 2024-09-09 15:50:00 wdir_i with CHECKME, flagged 11140/337580
2026-02-10 16:45:22,523; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-08-10 00:00:00 2024-09-09 15:50:00 wdir_u with CHECKME, flagged 11140/337580
2026-02-10 16:45:22,530; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-28 00:00:00 2020-08-18 00:00:00 wspd_u with CHECKME, flagged 33697/337580
2026-02-10 16:45:22,535; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-28 00:00:00 2020-08-18 00:00:00 wdir_u with CHECKME, flagged 33697/337580
2026-02-10 16:45:22,540; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-07-10 00:00:00 2023-07-31 00:00:00 z_boom_u with CHECKME, flagged 505/337580
2026-02-10 16:45:22,545; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-07 00:00:00 2017-11-26 00:00:00 z_pt_cor with CHECKME, flagged 7201/337580
2026-02-10 16:45:22,551; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-24 00:00:00 2018-12-01 00:00:00 z_pt_cor with CHECKME, flagged 33572/337580
2026-02-10 16:45:22,556; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-17 00:00:00 2022-02-01 00:00:00 z_pt_cor with CONFIRMED, flagged 3289/337580
2026-02-10 16:45:22,562; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-01 00:00:00 2023-07-18 00:00:00 z_pt_cor with CONFIRMED, flagged 24467/337580
2026-02-10 16:45:22,567; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-09 10:00:00 2024-09-09 15:50:00 z_pt_cor with CHECKME, flagged 2536/337580
2026-02-10 16:45:22,571; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-09 10:00:00 2024-09-09 15:50:00 z_stake with CHECKME, flagged 2536/337580
2026-02-10 16:45:22,577; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-01-01 00:00:00 2014-05-07 00:00:00 z_stake with CHECKME, flagged 17279/337580
2026-02-10 16:45:22,582; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-08-10 00:00:00 2016-08-14 00:00:00 z_stake with CHECKME, flagged 467/337580
2026-02-10 16:45:22,587; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-10 00:00:00 2018-06-05 00:00:00 z_stake with CHECKME, flagged 8065/337580
2026-02-10 16:45:22,592; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-14 00:00:00 2019-02-11 00:00:00 z_stake with CHECKME, flagged 1417/337580
2026-02-10 16:45:27,918; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/TAS_A.csv
2026-02-10 16:45:27,941; DEBUG; pypromice.core.qc.github_data_issues; ---> 2014-02-05 00:00:00 2014-03-14 00:00:00 p_u max_filter 905.0 flagged 507/337580
2026-02-10 16:45:27,961; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -20.0 flagged 0/337580
2026-02-10 16:45:27,979; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -20.0 flagged 4/337580
2026-02-10 16:45:27,998; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -20.0 flagged 0/337580
2026-02-10 16:45:28,018; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -20.0 flagged 9/337580
2026-02-10 16:45:28,038; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -20.0 flagged 0/337580
2026-02-10 16:45:28,057; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -20.0 flagged 9/337580
2026-02-10 16:45:28,076; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -20.0 flagged 1/337580
2026-02-10 16:45:28,094; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -20.0 flagged 11/337580
2026-02-10 16:45:28,100; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-12-22 00:00:00 2023-02-15 00:00:00 z_boom_cor_u min_filter 1.8 flagged 129/337580
2026-02-10 16:45:28,118; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 2.8 flagged 23302/337580
2026-02-10 16:45:28,119; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 16:45:28,129; DEBUG; pypromice.core.qc.github_data_issues; ---> 2013-01-01 00:00:00 2016-01-01 00:00:00 z_stake_cor max_filter 2.26 flagged 98/337580
2026-02-10 16:45:28,144; DEBUG; pypromice.core.qc.github_data_issues; ---> 2016-09-01 00:00:00 2021-07-01 00:00:00 z_stake_cor max_filter 2.37 flagged 426/337580
2026-02-10 16:45:28,148; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-09-01 00:00:00 2023-03-01 00:00:00 z_stake_cor max_filter 1.55 flagged 338/337580
2026-02-10 16:45:28,152; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-08-01 00:00:00 2023-09-15 00:00:00 z_stake_cor max_filter 2.0 flagged 25/337580
2026-02-10 16:45:28,153; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_1 not in dataset
2026-02-10 16:45:28,153; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
/home/bav/miniforge3/lib/python3.12/site-packages/xarray/computation/apply_ufunc.py:818: RuntimeWarning: divide by zero encountered in log10
  result_data = func(*input_data)
2026-02-10 16:45:45,095; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:45:47,852; INFO; pypromice.io.write; Resampling to 10min
2026-02-10 16:45:48,429; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:46:01,959; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/TAS_A/TAS_A_10min.csv
2026-02-10 16:46:01,959; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/TAS_A/TAS_A_10min.nc
2026-02-10 16:46:02,555; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:46:04,669; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:46:04,800; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:46:10,242; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/TAS_A/TAS_A_hour.csv
2026-02-10 16:46:10,242; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/TAS_A/TAS_A_hour.nc

 ======== test join_l2 ========= 

2026-02-10 16:46:12,627; INFO; pypromice.pipeline.join_l2; TAS_A array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/TAS_A/TAS_A_hour.nc
2026-02-10 16:46:12,956; INFO; pypromice.pipeline.join_l2; TAS_A array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/TAS_A/TAS_A_hour.nc
2026-02-10 16:46:12,956; INFO; pypromice.pipeline.join_l2; Combining /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/TAS_A/TAS_A_hour.nc with /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/TAS_A/TAS_A_hour.nc...
2026-02-10 16:46:13,235; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:46:18,326; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/TAS_A/TAS_A_hour.csv
2026-02-10 16:46:18,326; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/TAS_A/TAS_A_hour.nc
2026-02-10 16:46:18,326; INFO; pypromice.pipeline.join_l2; Files saved to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/TAS_A...

 ======== test l2tol3 ========= 

2026-02-10 16:46:19,155; WARNING; root; data_issues_path is missing. Using default data issues path: ../PROMICE-AWS-data-issues
2026-02-10 16:46:22,215; INFO; pypromice.pipeline.L2toL3; processing gps_lat without relocation
2026-02-10 16:46:22,219; INFO; pypromice.pipeline.L2toL3; processing gps_lon without relocation
2026-02-10 16:46:22,222; INFO; pypromice.pipeline.L2toL3; processing gps_alt without relocation
2026-02-10 16:46:22,247; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/TAS_A.csv
2026-02-10 16:46:22,262; DEBUG; pypromice.core.qc.github_data_issues; ---> 2017-11-26 00:00:00 None z_ice_surf add -2.0
2026-02-10 16:46:22,263; DEBUG; pypromice.core.qc.github_data_issues; ---> 2018-05-05 00:00:00 None z_ice_surf add 2.5
2026-02-10 16:46:22,264; DEBUG; pypromice.core.qc.github_data_issues; ---> 2019-05-05 00:00:00 None z_ice_surf add -0.28
2026-02-10 16:46:22,264; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-01-01 00:00:00 None z_ice_surf add 0.6
2026-02-10 16:46:22,265; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-07-01 00:00:00 None z_ice_surf add -0.6
2026-02-10 16:46:22,266; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-08-11 01:00:00 None z_surf_1 add -1.0
2026-02-10 16:46:22,267; DEBUG; pypromice.core.qc.github_data_issues; ---> 2016-08-12 00:00:00 None z_surf_2 add -3.0
2026-02-10 16:46:22,268; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-08-11 01:00:00 None z_surf_2 add -3.0
2026-02-10 16:46:22,269; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-08-11 01:00:00 None z_surf_2 add -0.5
2026-02-10 16:46:22,269; INFO; pypromice.pipeline.L2toL3; Combining surface height
2026-02-10 16:46:22,270; INFO; pypromice.pipeline.L2toL3; -> ablation site
2026-02-10 16:46:22,545; DEBUG; pypromice.pipeline.L2toL3; -> estimating ablation period for each year
2026-02-10 16:46:22,549; DEBUG; pypromice.pipeline.L2toL3; 2013 derived from z_ice_surf
2026-02-10 16:46:22,553; DEBUG; pypromice.pipeline.L2toL3; 2014 derived from z_ice_surf
2026-02-10 16:46:22,557; DEBUG; pypromice.pipeline.L2toL3; 2015 derived from z_ice_surf
2026-02-10 16:46:22,560; DEBUG; pypromice.pipeline.L2toL3; 2016 derived from z_ice_surf
2026-02-10 16:46:22,564; DEBUG; pypromice.pipeline.L2toL3; 2017 derived from z_ice_surf
2026-02-10 16:46:22,570; DEBUG; pypromice.pipeline.L2toL3; 2018 no z_ice_surf, just using JJA
2026-02-10 16:46:22,574; DEBUG; pypromice.pipeline.L2toL3; 2019 derived from z_ice_surf
2026-02-10 16:46:22,577; DEBUG; pypromice.pipeline.L2toL3; 2020 derived from z_ice_surf
2026-02-10 16:46:22,581; DEBUG; pypromice.pipeline.L2toL3; 2021 derived from z_ice_surf
2026-02-10 16:46:22,587; DEBUG; pypromice.pipeline.L2toL3; 2022 no z_ice_surf, just using JJA
2026-02-10 16:46:22,590; DEBUG; pypromice.pipeline.L2toL3; 2023 derived from z_ice_surf
2026-02-10 16:46:22,596; DEBUG; pypromice.pipeline.L2toL3; 2024 no z_ice_surf, just using JJA
2026-02-10 16:46:22,596; DEBUG; pypromice.pipeline.L2toL3; 2013: Ablation from 2013-09-07 19:00:00 to 2013-09-13 07:00:00
2026-02-10 16:46:22,603; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:46:22,603; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,603; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,605; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,605; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,607; DEBUG; pypromice.pipeline.L2toL3; 2014: Ablation from 2014-07-05 09:00:00 to 2014-09-11 10:00:00
2026-02-10 16:46:22,612; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,612; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,613; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,614; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,615; DEBUG; pypromice.pipeline.L2toL3; 2015: Ablation from 2015-08-29 10:00:00 to 2015-08-29 12:00:00
2026-02-10 16:46:22,619; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,619; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,621; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,621; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,622; DEBUG; pypromice.pipeline.L2toL3; 2016: Ablation from 2016-06-27 11:00:00 to 2016-09-08 17:00:00
2026-02-10 16:46:22,626; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,627; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,628; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,628; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,629; DEBUG; pypromice.pipeline.L2toL3; 2017: Ablation from 2017-07-25 07:00:00 to 2017-08-13 22:00:00
2026-02-10 16:46:22,634; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,634; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,635; DEBUG; pypromice.pipeline.L2toL3; 2018: Ablation from 2018-06-01 00:00:00 to 2018-08-31 23:00:00
2026-02-10 16:46:22,640; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,641; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,642; DEBUG; pypromice.pipeline.L2toL3; 2019: Ablation from 2019-07-13 08:00:00 to 2019-09-30 23:00:00
2026-02-10 16:46:22,645; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:46:22,646; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,646; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,647; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,647; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,649; DEBUG; pypromice.pipeline.L2toL3; 2020: Ablation from 2020-08-31 01:00:00 to 2020-09-01 07:00:00
2026-02-10 16:46:22,653; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,653; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,655; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,655; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,656; DEBUG; pypromice.pipeline.L2toL3; 2021: Ablation from 2021-07-23 19:00:00 to 2021-09-11 15:00:00
2026-02-10 16:46:22,660; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,660; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,662; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,662; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,663; DEBUG; pypromice.pipeline.L2toL3; 2022: Ablation from 2022-06-01 00:00:00 to 2022-08-31 23:00:00
2026-02-10 16:46:22,667; DEBUG; pypromice.pipeline.L2toL3; 2023: Ablation from 2023-07-07 01:00:00 to 2023-09-09 12:00:00
2026-02-10 16:46:22,671; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:46:22,671; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:46:22,673; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:46:22,673; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:46:22,674; DEBUG; pypromice.pipeline.L2toL3; 2024: Ablation from 2024-06-01 00:00:00 to 2024-08-31 23:00:00
2026-02-10 16:46:22,722; INFO; pypromice.pipeline.L2toL3; surface height combination finished
2026-02-10 16:46:22,781; INFO; pypromice.pipeline.L2toL3; Calculating thermistor depth
2026-02-10 16:46:22,858; INFO; pypromice.pipeline.L2toL3; interpolating 10 m firn/ice temperature (on hourly values)
